"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"5197","35503081105","193","705"
"5198","35503081106","127","474"
"5199","35503081107","183","696"
"5200","35503081108","118","438"
"5201","35503081109","59","170"
"5202","35503081110","123","388"
"5203","35503081111","143","450"
"5204","35503081112","207","712"
"5205","35503081113","189","666"
"5206","35503081115","237","891"
"5207","35503081116","374","1193"
"5208","35503081117","310","1019"
"5209","35503081118","136","498"
"5210","35503081119","120","438"
"5211","35503081120","200","699"
"5212","35503081121","78","248"
"5213","35503081122","57","202"
"5214","35503081123","47","175"
"5215","35503081127","88","322"
"5216","35503081128","100","350"
"5217","35503081129","85","330"
"5218","35503081130","205","749"
"5219","35503081131","131","484"
"5220","35503081132","74","234"
"5221","35503081133","82","277"
"5222","35503081136","36","118"
"5223","35503081137","90","328"
"5224","35503081139","71","227"
"5225","35503081140","152","471"
"5226","35503081142","203","690"
"5227","35503081143","198","756"
"5228","35503081144","96","382"
"5229","35503081145","84","296"
"5230","35503081146","177","567"
"5231","35503081147","169","575"
"5232","35503081148","43","163"
"5233","35503081149","384","1339"
"5234","35503081150","72","328"
"5235","35503081152","393","1428"
"5236","35503081153","111","380"
"5237","35503081154","67","247"
"5238","35503081155","48","173"
"5239","35503081156","111","435"
"5240","35503081157","633","2263"
"5241","35503081158","67","216"
"5242","35503081159","102","381"
"5243","35503081164","101","377"
"5244","35503081165","138","495"
"5245","35503081166","127","478"
"5246","35503081167","100","368"
"5247","35503081168","85","351"
"5248","35503081169","77","263"
"5249","35503081170","106","401"
"5250","35503081171","57","218"
"5251","35503081172","416","1364"
"5252","35503081173","140","532"
"5253","35503081174","50","172"
"5254","35503081175","82","288"
"5255","35503081176","120","441"
"5256","35503081177","92","361"
"5257","35503081178","74","240"
"5258","35503081179","2352","8341"
"5259","35503081180","291","1035"
"5260","35503081181","149","489"
"5261","35503081182","288","997"
"5262","35503081183","291","1018"
"5263","35503081184","42","135"
"5264","35503081185","88","308"
"5265","35503081187","104","430"
"5266","35503081189","236","761"
"5267","35503081190","94","356"
"5268","35503081191","209","714"
"5269","35503081192","111","388"
"5270","35503081193","139","528"
"5271","35503081194","54","185"
"5272","35503081195","265","956"
"5273","35503081196","142","467"
"5274","35503081197","178","676"
"5275","35503081198","56","195"
"5276","35503081199","42","163"
"5277","35503081200","164","605"
"5278","35503081201","88","345"
"5279","35503081202","66","261"
"5280","35503081203","144","517"
"5281","35503081204","58","215"
"5282","35503081205","120","463"
"5283","35503081206","190","672"
"5284","35503081207","94","344"
"5285","35503081208","173","598"
"5286","35503081209","152","578"
"5287","35503081210","145","528"
"5288","35503081211","72","237"
"5289","35503081212","338","1467"
"5290","35503081213","105","364"
"5291","35503081214","321","1226"
"5292","35503081215","224","892"
"5293","35503081216","1309","5321"
"5294","35503081218","52","203"
"5295","35503081219","150","543"
"5296","35503081220","97","321"
"5297","35503081221","21","65"
"5298","35503081223","38","138"
"5299","35503081224","51","138"
"5300","35503081225","49","179"
"5301","35503081226","71","246"
"5302","35503081228","54","227"
"5303","35503081229","85","250"
"5304","35503081230","58","225"
"5305","35503081231","135","485"
"5306","35503081232","31","133"
"5307","35503081233","257","956"
"5308","35503081234","105","392"
"5309","35503081235","58","192"
"5310","35503081236","129","457"
"5311","35503081237","179","693"
"5312","35503081238","190","710"
"5313","35503081239","36","144"
"5314","35503081240","417","1528"
"5315","35503081241","159","601"
"5316","35503081242","106","344"
"5317","35503081243","80","294"
"5318","35503081244","173","670"
"5319","35503081245","52","254"
"5320","35503081247","161","505"
"5321","35503081248","80","282"
"5322","35503081249","303","1100"
"5323","35503081250","123","447"
"5324","35503081251","96","309"
"5325","35503081252","25","81"
"5326","35503081253","63","245"
"5327","35503081254","588","2123"
"5328","35503081255","57","182"
"5329","35503081256","75","227"
"5330","35503081257","1850","6606"
"5331","35503081258","259","798"
"5332","35503081259","297","1030"
"5333","35503081260","150","481"
"5334","35503081262","85","281"
"5335","35503081263","155","542"
"5336","35503081264","228","774"
"5337","35503081266","84","318"
"5338","35503081267","89","323"
"5339","35503081268","94","348"
"5340","35503081269","117","427"
"5341","35503081270","114","409"
"5342","35503081271","142","488"
"5343","35503081272","671","2239"
"5344","35503081273","84","327"
"5345","35503081274","137","477"
"5346","35503081275","477","1718"
"5347","35503081276","519","1873"
"5348","35503081278","42","154"
"5349","35503081280","109","384"
"5350","35503081281","20","87"
"5351","35503081282","192","731"
"5352","35503081283","86","309"
"5353","35503081284","55","207"
"5354","35503081285","106","394"
"5355","35503081286","165","564"
"5356","35503081287","309","1105"
"5357","35503081288","92","362"
"5358","35503081290","40","149"
"5359","35503081291","288","943"
"5360","35503081292","203","650"
"5361","35503081293","134","444"
"5362","35503081294","104","361"
"5363","35503081296","143","461"
"5364","35503081297","122","515"
"5365","35503081298","91","281"
"5366","35503081299","128","440"
"5367","35503081300","114","426"
"5368","35503081301","57","190"
"5369","35503081302","130","443"
"5370","35503081303","93","317"
"5371","35503081305","902","2832"
"5372","35503081306","262","893"
"5373","35503081307","370","1317"
"5374","35503081308","480","1752"
"5375","35503081310","130","455"
"5376","35503081312","208","772"
"5377","35503081315","75","302"
"5378","35503081316","168","687"
"5379","35503081317","759","2847"
"5380","35503081318","44","151"
"5381","35503081319","384","1361"
"5382","35503081322","125","456"
"5383","35503081324","344","1262"
"5384","35503081325","1031","3565"
"5385","35503081326","204","701"
"5386","35503081327","215","760"
"5387","35503081328","51","186"
"5388","35503081329","95","333"
"5389","35503081330","200","593"
"5390","35503081331","343","1248"
"5391","35503081332","505","1980"
"5392","35503081336","317","1231"
"5393","35503081337","50","167"
"5394","35503081338","132","517"
"5395","35503081339","416","1531"
"5396","35503081340","361","1273"
"5397","35503081341","131","399"
"5398","35503081342","375","1323"
"5399","35503081343","145","524"
"5400","35503081344","314","1187"
"5401","35503081345","172","617"
"5402","35503081346","212","778"
"5403","35503081348","416","1520"
"5404","35503081349","122","444"
"5405","35503081352","643","2413"
"5406","35503081353","102","381"
"5407","35503081356","1","2"
"5408","35503081357","190","727"
"5409","35503081358","130","473"
"5410","35503081361","280","913"
"5411","35503081362","197","812"
"5412","35503081364","482","1742"
"5413","35503081365","155","555"
"5414","35503081367","507","1847"
"5415","35503081368","108","408"
"5416","35503081371","287","1015"
"5417","35503081372","116","450"
"5418","35503081373","105","410"
"5419","35503081375","33","131"
"5420","35503081378","478","1654"
"5421","35503081379","289","1004"
"5422","35503081380","2699","9426"
"5423","35503081383","736","2658"
"5424","35503081384","187","747"
"5425","35503081386","191","659"
"5426","35503081388","88","302"
"5427","35510090001","912","3257"
"5428","35510090002","1043","3938"
"5429","35510090004","499","1872"
"5430","35510090006","403","1712"
"5431","35510090007","1536","5360"
"5432","35510090008","1922","7073"
"5433","35510090009","1629","5679"
"5434","35510090011","159","561"
"5435","35510090012","1693","6293"
"5436","35510090014","489","1727"
"5437","35510090018","319","1153"
"5438","35510090019","1479","5121"
"5439","35510090020","125","534"
"5440","35510090021","804","2981"
"5441","35510090022","317","1230"
"5442","35510090023","140","524"
"5443","35510090024","217","820"
"5444","35510090025","180","624"
"5445","35510090026","69","258"
"5446","35510090027","93","324"
"5447","35510090028","1227","4430"
"5448","35510090029","4385","15083"
"5449","35510090030","238","900"
"5450","35510090031","2410","8585"
"5451","35510090033","213","811"
"5452","35510090034","341","1322"
"5453","35510090035","1225","4512"
"5454","35519000001","71","233"
"5455","35524030004","193","706"
"5456","35524030006","147","517"
"5457","35524030007","145","496"
"5458","35524030008","121","422"
"5459","35524030009","294","1034"
"5460","35524030010","94","387"
"5461","35524030011","113","400"
"5462","35524030012","79","291"
"5463","35524030013","103","355"
"5464","35524030014","76","257"
"5465","35524030015","142","508"
"5466","35524030016","164","636"
"5467","35524030017","298","1122"
"5468","35524030018","229","763"
"5469","35525020001","132","463"
"5470","35525020002","58","254"
"5471","35525020004","139","595"
"5472","35525020006","127","549"
"5473","35525020008","97","376"
"5474","35525020009","51","188"
"5475","35525020010","64","293"
"5476","35525020011","100","403"
"5477","35525020012","327","1257"
"5478","35525020014","89","329"
"5479","35525020015","59","193"
"5480","35525020016","19","57"
"5481","35525020017","92","380"
"5482","35525020018","9","27"
"5483","35525020021","75","313"
"5484","35527000001","67","207"
"5485","35528090002","604","2176"
"5486","35528090003","980","3348"
"5487","35528090004","65","267"
"5488","35528090005","222","681"
"5489","35528090011","429","1623"
"5490","35528090013","54","203"
"5491","35528090014","173","604"
"5492","35528090016","422","1497"
"5493","35528090017","150","611"
"5494","35528090019","74","279"
"5495","35528090021","403","1590"
"5496","35528090022","84","316"
"5497","35528090023","451","1600"
"5498","35528090024","116","433"
"5499","35528090025","197","751"
"5500","35528090029","213","829"
"5501","35528090030","1584","5869"
"5502","35528090031","115","502"
"5503","35528090032","326","1061"
"5504","35528090033","463","1919"
"5505","35528090034","226","763"
"5506","35534010001","317","997"
"5507","35548050001","47","216"
"5508","35565030002","261","1332"
"5509","35565030004","75","280"
"5510","35565030005","274","1034"
"5511","35565030006","545","1964"
"5512","35570060001","70","279"
"5513","35570060003","371","1423"
"5514","35570060005","110","383"
"5515","35570060006","76","292"
"5516","35570060007","176","700"
"5517","35571050001","58","161"
"5518","23010000001","81","288"
"5519","23026020001","618","2356"
"5520","23037090001","442","1664"
"5521","23037090002","666","2361"
"5522","23037090007","348","1310"
"5523","23037090012","99","391"
"5524","23037090013","544","2058"
"5525","23037090014","878","3258"
"5526","23037090015","319","1219"
"5527","23037090016","169","582"
"5528","23037090017","340","1337"
"5529","23037090018","81","313"
"5530","23037090019","523","1890"
"5531","23037090021","147","534"
"5532","23037090022","127","485"
"5533","23037090023","225","899"
"5534","23044000001","4326","16495"
"5535","23044000002","84","329"
"5536","23044000004","1557","5784"
"5537","23044000005","82","309"
"5538","23044000006","194","804"
"5539","23044000007","105","370"
"5540","23044000009","641","2214"
"5541","23044000010","229","826"
"5542","23044000011","2015","7166"
"5543","23044000012","154","567"
"5544","23044000013","1133","4201"
"5545","23044000014","393","1361"
"5546","23044000015","625","2071"
"5547","23044000017","547","2062"
"5548","23044000018","3572","12950"
"5549","23044000019","566","2186"
"5550","23044000020","362","1304"
"5551","23044000021","101","395"
"5552","23044000023","60","200"
"5553","23044000024","321","1088"
"5554","23044000026","932","3339"
"5555","23044000028","199","771"
"5556","23044000032","149","567"
"5557","23044000034","901","3475"
"5558","23044000035","881","3025"
"5559","23044000037","720","2454"
"5560","23044000038","241","830"
"5561","23044000039","530","1847"
"5562","23044000040","469","1723"
"5563","23044000041","122","422"
"5564","23044000042","377","1453"
"5565","23044000045","150","486"
"5566","23044000047","146","527"
"5567","23044000049","154","548"
"5568","23044000051","2861","10112"
"5569","23044000052","112","437"
"5570","23044000053","147","572"
"5571","23044000054","78","307"
"5572","23044000056","167","649"
"5573","23044000059","3830","14293"
"5574","23044000060","337","1356"
"5575","23044000061","558","2034"
"5576","23044000062","367","1263"
"5577","23044000064","278","1066"
"5578","23044000067","90","296"
"5579","23044000071","115","390"
"5580","23044000072","552","1914"
"5581","23044000074","55","171"
"5582","23044000075","5185","19256"
"5583","23044000076","407","1347"
"5584","23044000079","72","232"
"5585","23044000080","507","2026"
"5586","23044000081","1379","4379"
"5587","23044000083","136","524"
"5588","23044000084","3442","12379"
"5589","23044000085","349","1289"
"5590","23044000087","229","735"
"5591","23044000090","297","1155"
"5592","23044000093","350","1339"
"5593","23044000094","255","915"
"5594","23044000095","353","1347"
"5595","23044000096","107","399"
"5596","23044000099","199","752"
"5597","23044000100","161","598"
"5598","23044000101","349","1244"
"5599","23044000103","418","1310"
"5600","23044000104","766","2981"
"5601","23044000107","115","457"
"5602","23044000108","241","809"
"5603","23044000110","100","352"
"5604","23044000111","11630","42878"
"5605","23044000115","728","2732"
"5606","23044000116","76","270"
"5607","23044000118","244","734"
"5608","23044000120","1071","3852"
"5609","23044000121","138","539"
"5610","23044000122","951","3407"
"5611","23044000128","180","585"
"5612","23044000129","449","1484"
"5613","23044000133","324","1191"
"5614","23044000135","188","666"
"5615","23044000136","1368","4956"
"5616","23044000138","135","448"
"5617","23044000139","128","480"
"5618","23044000144","413","1462"
"5619","23044000145","277","1045"
"5620","23044000146","116","418"
"5621","23044000154","705","2480"
"5622","23044000157","151","509"
"5623","23044000174","124","489"
"5624","23044000191","327","1129"
"5625","23044000202","557","1915"
"5626","23044000213","132","551"
"5627","23044000217","613","2165"
"5628","23044000227","118","430"
"5629","23044000242","132","465"
"5630","23044000263","913","3201"
"5631","23044000264","1018","3656"
"5632","23044000265","2608","9419"
"5633","23044000266","204","652"
"5634","23044000268","163","612"
"5635","23044000269","103","393"
